Exercise ID,Exercise Name,Main Category,Body Region,Movement Pattern,Primary Muscle,Secondary Muscles,Equipment,Setup / Angle,Grip / Stance,Laterality,Difficulty,Load Type,Track By,Primary Use,Progression Family,App Tags,Notes
EX-0411,Wall Ball Shot,Power,Full Body,Medicine Ball Power,Full Body Power,Calves; Quads; Glutes; Core; Shoulders,Medicine ball / Wall,Squat to throw,Wall ball,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0412,Treadmill Walk,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Treadmill,Cardio machine,Walk,Bilateral,Beginner,Bodyweight / External Load,Time / Distance / Speed,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0413,Treadmill Incline Walk,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Treadmill,Cardio machine,Incline walk,Bilateral,Beginner,Bodyweight / External Load,Time / Distance / Speed / Incline,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0414,Treadmill Run,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Treadmill,Cardio machine,Run,Bilateral,Beginner,Bodyweight / External Load,Time / Distance / Speed,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0415,Treadmill Sprint,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Treadmill,Cardio machine,Sprint,Bilateral,Intermediate,Bodyweight / External Load,Intervals / Time / Speed,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0416,Stationary Bike,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Bike,Cardio machine,Cycle,Bilateral,Beginner,Bodyweight / External Load,Time / Distance / Resistance,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0417,Assault Bike,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Assault bike,Cardio machine,Air bike,Bilateral,Intermediate,Bodyweight / External Load,Time / Calories / Watts,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0418,Rowing Machine,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Rower,Cardio machine,Row,Bilateral,Beginner,Bodyweight / External Load,Time / Distance / Pace,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0419,SkiErg,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,SkiErg,Cardio machine,Ski pull,Bilateral,Intermediate,Bodyweight / External Load,Time / Distance / Pace,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0420,Stair Climber,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Stair climber,Cardio machine,Climb,Bilateral,Beginner,Bodyweight / External Load,Time / Floors / Speed,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0421,Elliptical,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Elliptical,Cardio machine,Stride,Bilateral,Beginner,Bodyweight / External Load,Time / Distance / Resistance,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0422,Jump Rope,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Jump rope,Standing,Skip,Bilateral,Beginner,Bodyweight / External Load,Time / Rounds,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0423,Battle Rope Waves,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Battle ropes,Standing,Alternating waves,Bilateral,Intermediate,Bodyweight / External Load,Intervals / Time,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0424,Battle Rope Slams,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Battle ropes,Standing,Slams,Bilateral,Intermediate,Bodyweight / External Load,Intervals / Time,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0425,Burpee,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Bodyweight,Floor/standing,Full body,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps / Time,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0426,Mountain Climber,Conditioning,Full Body,Cardio / Conditioning,Cardiovascular System,Legs; Core; Upper Back; Shoulders,Bodyweight,Plank,Alternating knees,Bilateral,Beginner,Bodyweight / External Load,Time / Reps,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0427,Sled Push,Conditioning,Full Body,Sled / Strongman,Full Body Conditioning,Legs; Core; Upper Back; Shoulders,Sled,Turf,Push,Bilateral,Intermediate,Bodyweight / External Load,Distance x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0428,Sled Pull,Conditioning,Full Body,Sled / Strongman,Full Body Conditioning,Legs; Core; Upper Back; Shoulders,Sled,Turf,Backward/forward pull,Bilateral,Intermediate,Bodyweight / External Load,Distance x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0429,Backward Sled Drag,Conditioning,Full Body,Sled / Strongman,Full Body Conditioning,Legs; Core; Upper Back; Shoulders,Sled,Turf,Backward drag,Bilateral,Beginner,Bodyweight / External Load,Distance x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0430,Lateral Sled Drag,Conditioning,Full Body,Sled / Strongman,Full Body Conditioning,Legs; Core; Upper Back; Shoulders,Sled,Turf,Lateral drag,Bilateral,Intermediate,Bodyweight / External Load,Distance x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0431,Prowler Sprint,Conditioning,Full Body,Sled / Strongman,Full Body Conditioning,Legs; Core; Upper Back; Shoulders,Prowler sled,Turf,Sprint push,Bilateral,Advanced,Bodyweight / External Load,Distance x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0432,Sandbag Carry,Loaded Carry,Full Body,Loaded Carry,Grip / Traps / Core,Legs; Core; Upper Back; Shoulders,Sandbag,Walking,Bear hug/shoulder,Bilateral,Intermediate,Bodyweight / External Load,Distance x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0433,Sandbag Clean,Conditioning,Full Body,Sled / Strongman,Full Body Conditioning,Legs; Core; Upper Back; Shoulders,Sandbag,Floor to shoulder,Clean,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0434,Sandbag Shouldering,Conditioning,Full Body,Sled / Strongman,Full Body Conditioning,Legs; Core; Upper Back; Shoulders,Sandbag,Floor to shoulder,Alternating shoulder,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0435,Yoke Walk,Loaded Carry,Full Body,Loaded Carry,Grip / Traps / Core,Legs; Core; Upper Back; Shoulders,Yoke,Walking,Carry,Bilateral,Advanced,Bodyweight / External Load,Distance x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0436,Farmer's Walk,Loaded Carry,Full Body,Loaded Carry,Grip / Traps / Core,Legs; Core; Upper Back; Shoulders,Farmer handles / Dumbbells,Walking,Carry,Bilateral,Intermediate,Bodyweight / External Load,Distance x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0437,Trap Bar Carry,Loaded Carry,Full Body,Loaded Carry,Grip / Traps / Core,Legs; Core; Upper Back; Shoulders,Trap bar,Walking,Carry,Bilateral,Intermediate,Bodyweight / External Load,Distance x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0438,Overhead Carry,Loaded Carry,Full Body,Loaded Carry,Grip / Traps / Core,Legs; Core; Upper Back; Shoulders,Dumbbells / Kettlebells / Barbell,Walking,Overhead,Bilateral,Advanced,Bodyweight / External Load,Distance x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0439,Front Rack Carry,Loaded Carry,Full Body,Loaded Carry,Grip / Traps / Core,Legs; Core; Upper Back; Shoulders,Kettlebells / Barbell,Walking,Front rack,Bilateral,Intermediate,Bodyweight / External Load,Distance x Load,Conditioning / Work Capacity,Conditioning / Carry,conditioning;strongman;cardio,
EX-0440,Band Pull-Apart,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Rear Delts / Upper Back,Stabilizers; Connective Tissue,Resistance band,Standing,Overhand,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0441,Band Dislocate,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Shoulder Mobility,Stabilizers; Connective Tissue,Resistance band / PVC,Standing,Wide grip,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0442,Shoulder External Rotation with Band,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Rotator Cuff,Stabilizers; Connective Tissue,Resistance band,Elbow tucked,External rotation,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0443,Shoulder Internal Rotation with Band,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Rotator Cuff,Stabilizers; Connective Tissue,Resistance band,Elbow tucked,Internal rotation,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0444,Face Pull to External Rotation,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Rear Delts / Rotator Cuff,Stabilizers; Connective Tissue,Cable / Band,High anchor,Rope/band,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0445,Wall Slide,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Serratus / Shoulder Mobility,Stabilizers; Connective Tissue,Bodyweight,Wall,Scapular upward rotation,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0446,Serratus Wall Slide,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Serratus,Stabilizers; Connective Tissue,Bodyweight / Foam roller,Wall,Forearms on roller,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0447,Scapular Clock,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Scapular Stabilizers,Stabilizers; Connective Tissue,Bodyweight / Band,Wall/floor,Scapular control,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0448,Prone Y Raise,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Lower Traps,Stabilizers; Connective Tissue,Bodyweight / Light DB,Prone,Y,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0449,Prone T Raise,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Rear Delts / Mid Traps,Stabilizers; Connective Tissue,Bodyweight / Light DB,Prone,T,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0450,Prone W Raise,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Rotator Cuff / Traps,Stabilizers; Connective Tissue,Bodyweight / Light DB,Prone,W,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0451,Ankle Dorsiflexion Rock,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Ankle Mobility,Stabilizers; Connective Tissue,Bodyweight,Half-kneeling,Knee-over-toe,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0452,Calf Stretch,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Calves,Stabilizers; Connective Tissue,Bodyweight,Wall/floor,Straight knee,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Hold Time,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0453,Soleus Stretch,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Soleus,Stabilizers; Connective Tissue,Bodyweight,Wall/floor,Bent knee,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Hold Time,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0454,Hip Flexor Stretch,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Hip Flexors,Stabilizers; Connective Tissue,Bodyweight,Half-kneeling,Posterior tilt,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Hold Time,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0455,Couch Stretch,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Hip Flexors / Quads,Stabilizers; Connective Tissue,Bodyweight,Wall/bench,Knee flexed,Unilateral-capable,Intermediate,Bodyweight / Band / Light Load,Hold Time,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0456,Pigeon Stretch,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Glutes / Hip Mobility,Stabilizers; Connective Tissue,Bodyweight,Floor,Hip external rotation,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Hold Time,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0457,90/90 Hip Switch,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Hip Mobility,Stabilizers; Connective Tissue,Bodyweight,Floor,Hip rotation,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0458,Adductor Rockback,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Adductors,Stabilizers; Connective Tissue,Bodyweight,Quadruped,Hip hinge,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0459,Deep Squat Pry,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Hips / Ankles,Stabilizers; Connective Tissue,Bodyweight / Kettlebell,Deep squat,Pry,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Hold Time,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0460,Thoracic Open Book,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Thoracic Mobility,Stabilizers; Connective Tissue,Bodyweight,Side-lying,T-spine rotation,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0461,Thoracic Extension on Foam Roller,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Thoracic Mobility,Stabilizers; Connective Tissue,Foam roller,Supine,Extension,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0462,Cat-Cow,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Spine Mobility,Stabilizers; Connective Tissue,Bodyweight,Quadruped,Spinal flex/extend,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0463,World's Greatest Stretch,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Hips / T-Spine,Stabilizers; Connective Tissue,Bodyweight,Lunge position,Multi-mobility,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0464,Hamstring Floss,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Hamstrings,Stabilizers; Connective Tissue,Bodyweight / Band,Supine/standing,Nerve glide,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0465,Terminal Knee Extension,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Quads / Knee Prehab,Stabilizers; Connective Tissue,Resistance band,Standing,TKE,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0466,Banded Spanish Squat Hold,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Quads / Knees,Stabilizers; Connective Tissue,Resistance band,Standing,Isometric,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Hold Time,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0467,Wrist Flexor Stretch,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Wrist Mobility,Stabilizers; Connective Tissue,Bodyweight,Standing/kneeling,Palm up/down,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Hold Time,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0468,Wrist Extensor Stretch,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Wrist Mobility,Stabilizers; Connective Tissue,Bodyweight,Standing/kneeling,Palm down,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Hold Time,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0469,Wrist CARs,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Wrist Mobility,Stabilizers; Connective Tissue,Bodyweight,Standing/seated,Controlled rotation,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Sets x Reps,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0470,Neck Flexion Isometric,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Neck,Stabilizers; Connective Tissue,Bodyweight / Band,Seated/standing,Isometric,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Hold Time,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0471,Neck Extension Isometric,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Neck,Stabilizers; Connective Tissue,Bodyweight / Band,Seated/standing,Isometric,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Hold Time,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0472,Neck Lateral Flexion Isometric,Mobility / Prehab,Mobility / Prehab,Mobility / Activation,Neck,Stabilizers; Connective Tissue,Bodyweight / Band,Seated/standing,Isometric,Unilateral-capable,Beginner,Bodyweight / Band / Light Load,Hold Time,Warm-up / Prehab / Recovery,Mobility / Prehab,mobility;prehab;warmup,Keep loads light and controlled unless programmed otherwise.
EX-0473,Smith Machine Romanian Deadlift,Strength,Lower Body,Hip Hinge,Hamstrings / Glutes,Lower Back; Core,Smith machine,Standing,Hip hinge,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Strength / Hypertrophy / Skill,Hip Hinge,extra;variant,
EX-0474,Smith Machine Split Squat,Strength,Lower Body,Single-Leg Squat / Lunge,Quads / Glutes,Hamstrings; Core,Smith machine,Split stance,Split stance,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Strength / Hypertrophy / Skill,Single-Leg Squat / Lunge,extra;variant,
EX-0475,Cable Squat,Strength,Lower Body,Squat / Knee Dominant,Quads / Glutes,Core,Cable,Low pulley,Handles,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Strength / Hypertrophy / Skill,Squat / Knee Dominant,extra;variant,
EX-0476,Cable Reverse Lunge,Strength,Lower Body,Single-Leg Squat / Lunge,Quads / Glutes,Core,Cable,Low pulley,Handles,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Strength / Hypertrophy / Skill,Single-Leg Squat / Lunge,extra;variant,
EX-0477,Landmine Squat,Strength,Lower Body,Squat / Knee Dominant,Quads / Glutes,Core,Landmine,Standing,Goblet-like,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Strength / Hypertrophy / Skill,Squat / Knee Dominant,extra;variant,
EX-0478,Landmine Hack Squat,Strength,Lower Body,Squat / Knee Dominant,Quads,Glutes,Landmine,Shoulder/back loaded,Angled,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Strength / Hypertrophy / Skill,Squat / Knee Dominant,extra;variant,
EX-0479,Landmine Romanian Deadlift,Strength,Lower Body,Hip Hinge,Hamstrings / Glutes,Lower Back,Landmine,Standing,Hip hinge,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Strength / Hypertrophy / Skill,Hip Hinge,extra;variant,
EX-0480,Landmine Single-Leg Romanian Deadlift,Strength,Lower Body,Hip Hinge,Hamstrings / Glutes,Core,Landmine,Single-leg,Single-arm/landmine,Unilateral-capable,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Strength / Hypertrophy / Skill,Hip Hinge,extra;variant,
EX-0481,Cable Romanian Deadlift,Strength,Lower Body,Hip Hinge,Hamstrings / Glutes,Lower Back,Cable,Low pulley,Handles/rope,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Strength / Hypertrophy / Skill,Hip Hinge,extra;variant,
EX-0482,Machine Back Extension,Strength,Lower Body,Spinal Extension / Hinge,Lower Back,Glutes; Hamstrings,Machine,Seated,Pad,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Strength / Hypertrophy / Skill,Spinal Extension / Hinge,extra;variant,
EX-0483,GHD Sit-Up,Strength,Core,Core Flexion / Hip Flexion,Abs / Hip Flexors,Quads,GHD,GHD bench,Full ROM,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Strength / Hypertrophy / Skill,Core Flexion / Hip Flexion,extra;variant,
EX-0484,Reverse Sled Drag,Strength,Full Body,Sled / Strongman,Quads / Conditioning,Core,Sled,Turf,Backward drag,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Strength / Hypertrophy / Skill,Sled / Strongman,extra;variant,
EX-0485,Rope Climb,Calisthenics,Upper Pull,Vertical Pull,Lats / Grip,Biceps; Core,Rope,Hanging/climbing,Rope grip,Bilateral,Advanced,Bodyweight / External Load,Sets x Reps,Strength / Hypertrophy / Skill,Vertical Pull,extra;variant,
EX-0486,Assisted Rope Climb,Calisthenics,Upper Pull,Vertical Pull,Lats / Grip,Biceps; Core,Rope / Feet support,Climbing,Rope grip,Bilateral,Advanced,Bodyweight / External Load,Sets x Reps,Strength / Hypertrophy / Skill,Vertical Pull,extra;variant,
EX-0487,Ring Pull-Up,Calisthenics,Upper Pull,Vertical Pull,Lats,Biceps; Core,Gymnastic rings,Hanging,Neutral/rotating,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Strength / Hypertrophy / Skill,Vertical Pull,extra;variant,
EX-0488,Ring Chin-Up,Calisthenics,Upper Pull,Vertical Pull,Lats / Biceps,Core,Gymnastic rings,Hanging,Supinated/rotating,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Strength / Hypertrophy / Skill,Vertical Pull,extra;variant,
EX-0489,Ring Face Pull,Calisthenics,Upper Pull,Rear Delt / Scapular Pull,Rear Delts / Upper Back,Rotator cuff,Gymnastic rings,Suspended,Rings,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Strength / Hypertrophy / Skill,Rear Delt / Scapular Pull,extra;variant,
EX-0490,Ring Biceps Curl,Calisthenics,Arms,Elbow Flexion,Biceps,Forearms,Gymnastic rings,Suspended,Rings,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Strength / Hypertrophy / Skill,Elbow Flexion,extra;variant,
EX-0491,TRX Biceps Curl,Calisthenics,Arms,Elbow Flexion,Biceps,Forearms,Suspension trainer,Suspended,Handles,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Strength / Hypertrophy / Skill,Elbow Flexion,extra;variant,
EX-0492,TRX Triceps Extension,Calisthenics,Arms,Elbow Extension,Triceps,Core,Suspension trainer,Suspended,Handles,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Strength / Hypertrophy / Skill,Elbow Extension,extra;variant,
EX-0493,Ring Triceps Extension,Calisthenics,Arms,Elbow Extension,Triceps,Core,Gymnastic rings,Suspended,Rings,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Strength / Hypertrophy / Skill,Elbow Extension,extra;variant,
EX-0494,Bodyweight Skull Crusher,Calisthenics,Arms,Elbow Extension,Triceps,Shoulders,Bar / Suspension trainer,Incline body,Overhand,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Strength / Hypertrophy / Skill,Elbow Extension,extra;variant,
EX-0495,Inverted Row Feet Elevated,Calisthenics,Upper Pull,Horizontal Pull,Mid Back / Lats,Biceps,Bodyweight / Bar,Supine feet elevated,Pronated,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Strength / Hypertrophy / Skill,Horizontal Pull,extra;variant,
EX-0496,Archer Row,Calisthenics,Upper Pull,Horizontal Pull,Mid Back / Lats,Biceps; Rear Delts,Bodyweight / Rings,Suspended,Archer,Unilateral-capable,Advanced,Bodyweight / External Load,Sets x Reps,Strength / Hypertrophy / Skill,Horizontal Pull,extra;variant,
