food_id,factor_key,raw_value,numeric_value,value_qualifier
15-669,edible_proportion,1.00,1.0,measured_or_calculated
15-670,edible_proportion,1.00,1.0,measured_or_calculated
15-672,edible_proportion,1.00,1.0,measured_or_calculated
15-673,edible_proportion,1.00,1.0,measured_or_calculated
15-674,edible_proportion,1.00,1.0,measured_or_calculated
15-397,edible_proportion,1.00,1.0,measured_or_calculated
15-675,edible_proportion,1.00,1.0,measured_or_calculated
15-016,edible_proportion,1.00,1.0,measured_or_calculated
15-671,edible_proportion,1.00,1.0,measured_or_calculated
15-676,edible_proportion,1.00,1.0,measured_or_calculated
15-677,edible_proportion,1.00,1.0,measured_or_calculated
15-679,edible_proportion,1.00,1.0,measured_or_calculated
15-680,edible_proportion,1.00,1.0,measured_or_calculated
15-678,edible_proportion,1.00,1.0,measured_or_calculated
15-021,edible_proportion,1.00,1.0,measured_or_calculated
15-022,edible_proportion,1.00,1.0,measured_or_calculated
15-024,edible_proportion,1.00,1.0,measured_or_calculated
15-025,edible_proportion,1.00,1.0,measured_or_calculated
15-026,edible_proportion,1.00,1.0,measured_or_calculated
15-681,edible_proportion,1.00,1.0,measured_or_calculated
15-683,edible_proportion,1.00,1.0,measured_or_calculated
15-682,edible_proportion,1.00,1.0,measured_or_calculated
15-684,edible_proportion,1.00,1.0,measured_or_calculated
15-685,edible_proportion,1.00,1.0,measured_or_calculated
15-686,edible_proportion,1.00,1.0,measured_or_calculated
15-687,edible_proportion,1.00,1.0,measured_or_calculated
15-688,edible_proportion,1.00,1.0,measured_or_calculated
15-689,edible_proportion,1.00,1.0,measured_or_calculated
15-690,edible_proportion,1.00,1.0,measured_or_calculated
15-691,edible_proportion,1.00,1.0,measured_or_calculated
15-040,edible_proportion,1.00,1.0,measured_or_calculated
15-692,edible_proportion,1.00,1.0,measured_or_calculated
15-693,edible_proportion,1.00,1.0,measured_or_calculated
15-695,edible_proportion,1.00,1.0,measured_or_calculated
15-694,edible_proportion,1.00,1.0,measured_or_calculated
15-697,edible_proportion,1.00,1.0,measured_or_calculated
15-696,edible_proportion,1.00,1.0,measured_or_calculated
15-047,edible_proportion,1.00,1.0,measured_or_calculated
15-048,edible_proportion,1.00,1.0,measured_or_calculated
15-698,edible_proportion,1.00,1.0,measured_or_calculated
15-699,edible_proportion,1.00,1.0,measured_or_calculated
17-356,edible_proportion,1.00,1.0,measured_or_calculated
19-454,edible_proportion,1.00,1.0,measured_or_calculated
19-454,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-454,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-821,edible_proportion,1.00,1.0,measured_or_calculated
11-821,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-821,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-816,edible_proportion,1.00,1.0,measured_or_calculated
11-816,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-816,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-815,edible_proportion,1.00,1.0,measured_or_calculated
11-815,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-815,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-807,edible_proportion,1.00,1.0,measured_or_calculated
11-807,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-807,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-799,edible_proportion,1.00,1.0,measured_or_calculated
11-799,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-799,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-803,edible_proportion,1.00,1.0,measured_or_calculated
11-803,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-803,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-809,edible_proportion,1.00,1.0,measured_or_calculated
11-809,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-809,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-810,edible_proportion,1.00,1.0,measured_or_calculated
11-810,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-810,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-811,edible_proportion,1.00,1.0,measured_or_calculated
11-811,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-811,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-798,edible_proportion,1.00,1.0,measured_or_calculated
11-798,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-798,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-952,edible_proportion,1.00,1.0,measured_or_calculated
11-808,edible_proportion,1.00,1.0,measured_or_calculated
11-808,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-808,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-804,edible_proportion,1.00,1.0,measured_or_calculated
11-804,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-804,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-1035,edible_proportion,1.00,1.0,measured_or_calculated
11-1060,edible_proportion,1.00,1.0,measured_or_calculated
11-1032,edible_proportion,1.00,1.0,measured_or_calculated
11-801,edible_proportion,1.00,1.0,measured_or_calculated
11-801,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-801,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-813,edible_proportion,1.00,1.0,measured_or_calculated
11-813,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-813,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-797,edible_proportion,1.00,1.0,measured_or_calculated
11-797,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-797,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-806,edible_proportion,1.00,1.0,measured_or_calculated
11-806,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-806,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-796,edible_proportion,1.00,1.0,measured_or_calculated
11-796,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-796,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-1034,edible_proportion,1.00,1.0,measured_or_calculated
13-059,edible_proportion,1.00,1.0,measured_or_calculated
13-058,edible_proportion,1.00,1.0,measured_or_calculated
13-061,edible_proportion,1.00,1.0,measured_or_calculated
13-060,edible_proportion,1.00,1.0,measured_or_calculated
13-057,edible_proportion,1.00,1.0,measured_or_calculated
13-056,edible_proportion,1.00,1.0,measured_or_calculated
19-114,edible_proportion,1.00,1.0,measured_or_calculated
19-114,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-113,edible_proportion,1.00,1.0,measured_or_calculated
19-113,glycerol_conversion_factor,0.760,0.76,measured_or_calculated
14-388,edible_proportion,1,1.0,measured_or_calculated
14-388,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-388,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
14-049,edible_proportion,1.00,1.0,measured_or_calculated
14-050,edible_proportion,1.00,1.0,measured_or_calculated
14-050,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-349,edible_proportion,1.00,1.0,measured_or_calculated
14-349,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-364,edible_proportion,1.00,1.0,measured_or_calculated
14-364,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-845,edible_proportion,1.00,1.0,measured_or_calculated
17-845,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-737,edible_proportion,1.00,1.0,measured_or_calculated
17-737,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-053,edible_proportion,0.98,0.98,measured_or_calculated
14-053,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-054,edible_proportion,1.00,1.0,measured_or_calculated
14-055,edible_proportion,1.00,1.0,measured_or_calculated
14-055,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
12-557,edible_proportion,1.00,1.0,measured_or_calculated
16-170,edible_proportion,1.00,1.0,measured_or_calculated
16-171,edible_proportion,0.65,0.65,measured_or_calculated
14-325,edible_proportion,1.00,1.0,measured_or_calculated
14-325,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-004,edible_proportion,N,,present_amount_unknown
19-476,edible_proportion,1.00,1.0,measured_or_calculated
19-475,edible_proportion,1.00,1.0,measured_or_calculated
16-005,edible_proportion,0.75,0.75,measured_or_calculated
17-764,edible_proportion,1.00,1.0,measured_or_calculated
17-764,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-764,glycerol_conversion_factor,0.960,0.96,measured_or_calculated
17-770,edible_proportion,1.00,1.0,measured_or_calculated
17-766,edible_proportion,1.00,1.0,measured_or_calculated
17-766,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-766,glycerol_conversion_factor,0.960,0.96,measured_or_calculated
18-392,edible_proportion,1.00,1.0,measured_or_calculated
11-906,edible_proportion,1.00,1.0,measured_or_calculated
11-906,nitrogen_conversion_factor,6.31,6.31,measured_or_calculated
11-906,glycerol_conversion_factor,0.820,0.82,measured_or_calculated
11-1036,edible_proportion,1.00,1.0,measured_or_calculated
19-115,edible_proportion,1.00,1.0,measured_or_calculated
14-871,edible_proportion,1.00,1.0,measured_or_calculated
14-871,nitrogen_conversion_factor,5.46,5.46,measured_or_calculated
14-871,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
14-884,edible_proportion,0.46,0.46,measured_or_calculated
11-1038,edible_proportion,1.00,1.0,measured_or_calculated
11-1144,edible_proportion,1.00,1.0,measured_or_calculated
11-1144,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-1144,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-983,edible_proportion,1.00,1.0,measured_or_calculated
11-983,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-983,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-984,edible_proportion,1.00,1.0,measured_or_calculated
11-984,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-984,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-985,edible_proportion,1.00,1.0,measured_or_calculated
11-985,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-985,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-1006,edible_proportion,1.00,1.0,measured_or_calculated
11-1006,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-1006,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-986,edible_proportion,1.00,1.0,measured_or_calculated
11-986,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-986,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
17-664,edible_proportion,1.00,1.0,measured_or_calculated
17-771,edible_proportion,1.00,1.0,measured_or_calculated
17-772,edible_proportion,1.00,1.0,measured_or_calculated
11-971,edible_proportion,1.00,1.0,measured_or_calculated
11-971,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-971,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-1136,edible_proportion,1.00,1.0,measured_or_calculated
11-1136,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-969,edible_proportion,1.00,1.0,measured_or_calculated
11-969,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-937,edible_proportion,1.00,1.0,measured_or_calculated
11-937,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-937,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
11-462,edible_proportion,1.00,1.0,measured_or_calculated
11-462,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-462,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-972,edible_proportion,1.00,1.0,measured_or_calculated
11-972,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-972,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-910,edible_proportion,1.00,1.0,measured_or_calculated
11-910,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-973,edible_proportion,1.00,1.0,measured_or_calculated
11-973,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-973,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-974,edible_proportion,1.00,1.0,measured_or_calculated
11-974,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-974,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-947,edible_proportion,1.00,1.0,measured_or_calculated
11-947,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-1117,edible_proportion,1.00,1.0,measured_or_calculated
11-975,edible_proportion,1.00,1.0,measured_or_calculated
11-975,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-975,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-1145,edible_proportion,1.00,1.0,measured_or_calculated
11-923,edible_proportion,1.00,1.0,measured_or_calculated
11-923,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-976,edible_proportion,1.00,1.0,measured_or_calculated
11-976,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-976,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-977,edible_proportion,1.00,1.0,measured_or_calculated
11-977,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-977,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-978,edible_proportion,1.00,1.0,measured_or_calculated
11-978,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-978,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-979,edible_proportion,1.00,1.0,measured_or_calculated
11-979,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-979,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-980,edible_proportion,1.00,1.0,measured_or_calculated
11-980,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-980,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-1137,edible_proportion,1.00,1.0,measured_or_calculated
11-1137,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-1137,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-1001,edible_proportion,1.00,1.0,measured_or_calculated
11-1001,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-1001,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-1003,edible_proportion,1.00,1.0,measured_or_calculated
11-1003,nitrogen_conversion_factor,5.77,5.77,measured_or_calculated
11-1004,edible_proportion,1.00,1.0,measured_or_calculated
11-1004,nitrogen_conversion_factor,5.77,5.77,measured_or_calculated
11-981,edible_proportion,1.00,1.0,measured_or_calculated
11-981,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-981,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-982,edible_proportion,1.00,1.0,measured_or_calculated
11-982,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-982,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
13-168,edible_proportion,1.00,1.0,measured_or_calculated
13-167,edible_proportion,0.71,0.71,measured_or_calculated
14-895,edible_proportion,1.00,1.0,measured_or_calculated
14-895,nitrogen_conversion_factor,5.30,5.3,measured_or_calculated
11-826,edible_proportion,1.00,1.0,measured_or_calculated
11-826,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-826,glycerol_conversion_factor,0.942,0.942,measured_or_calculated
11-763,edible_proportion,1.00,1.0,measured_or_calculated
11-763,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-763,glycerol_conversion_factor,0.720,0.72,measured_or_calculated
11-767,edible_proportion,1.00,1.0,measured_or_calculated
11-767,nitrogen_conversion_factor,6.31,6.31,measured_or_calculated
11-767,glycerol_conversion_factor,0.820,0.82,measured_or_calculated
11-746,edible_proportion,1.00,1.0,measured_or_calculated
11-746,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-746,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-742,edible_proportion,1.00,1.0,measured_or_calculated
11-742,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-742,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-749,edible_proportion,1.00,1.0,measured_or_calculated
11-749,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-745,edible_proportion,1.00,1.0,measured_or_calculated
11-745,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-938,edible_proportion,1.00,1.0,measured_or_calculated
11-938,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-938,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-939,edible_proportion,1.00,1.0,measured_or_calculated
11-939,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-939,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
