food_id,food_code,duplicate_code_sequence,source_row_index,food_name,description,group_code,previous_code,main_data_references,footnote,water_g_per_100g,energy_kcal_per_100g,energy_kj_per_100g,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,starch_g_per_100g,sugars_g_per_100g,glucose_g_per_100g,fructose_g_per_100g,sucrose_g_per_100g,lactose_g_per_100g,alcohol_g_per_100g,fibre_nsp_g_per_100g,fibre_aoac_g_per_100g,fibre_g_per_100g,saturated_fat_g_per_100g,monounsaturated_fat_g_per_100g,polyunsaturated_fat_g_per_100g,trans_fat_g_per_100g,cholesterol_mg_per_100g,sodium_mg_per_100g,salt_g_per_100g,potassium_mg_per_100g,calcium_mg_per_100g,magnesium_mg_per_100g,phosphorus_mg_per_100g,iron_mg_per_100g,copper_mg_per_100g,zinc_mg_per_100g,selenium_ug_per_100g,iodine_ug_per_100g,vitamin_a_retinol_ug_per_100g,vitamin_d_ug_per_100g,vitamin_e_mg_per_100g,vitamin_k1_ug_per_100g,thiamin_mg_per_100g,riboflavin_mg_per_100g,niacin_mg_per_100g,vitamin_b6_mg_per_100g,vitamin_b12_ug_per_100g,folate_ug_per_100g,vitamin_c_mg_per_100g
13-412,13-412,1,53,"Aubergine, fried in butter",Calculation from fried in corn oil,DG,,"Calculated using data from Vegetables, Herbs and Spices Supplement (1991) 13-162, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,59.5,302.0,1262.0,1.2,31.9,2.8,0.2,2.6,1.4,1.1,0.1,0.0,,2.3,,2.3,21.1,7.7,1.0,,73.0,2.0,0.005,170.0,8.0,8.0,25.0,0.5,0.03,0.1,1.0,1.0,0.0,0.0,5.5,,0.0,0.0,0.0,0.07,0.0,5.0,1.0
13-162,13-162,1,54,"Aubergine, fried in corn oil",Sliced; shallow fried 10 minutes,DG,50-740,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,59.5,302.0,1246.0,1.2,31.9,2.8,0.2,2.6,1.4,1.1,0.1,0.0,0.0,2.3,,2.3,4.1,7.9,18.5,,0.0,2.0,0.005,170.0,8.0,8.0,25.0,0.5,0.03,0.1,1.0,1.0,0.0,0.0,5.5,10.3,0.0,0.0,0.0,0.07,0.0,5.0,1.0
13-577,13-577,1,55,"Aubergine, fried in rapeseed oil",Calculated from fried in corn oil and 17-686,DG,13-413,"Updated 2014. Calculated using data from Vegetables, Herbs and Spices Supplement (1991) 13-162, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,59.5,302.0,1262.0,1.2,31.9,2.8,0.2,2.6,1.4,1.1,0.1,0.0,0.0,2.3,,2.3,2.18,16.68,9.43,0.0,0.0,2.0,0.005,170.0,8.0,8.0,25.0,0.5,0.03,0.1,1.0,1.0,0.0,0.0,7.03,,0.0,0.0,0.0,0.07,0.0,5.0,1.0
13-161,13-161,1,56,"Aubergine, raw",Ends trimmed,DG,50-739,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,92.9,15.0,64.0,0.9,0.4,2.2,0.2,2.0,1.1,0.8,0.1,0.0,0.0,2.0,,2.0,0.1,0.0,0.2,0.0,0.0,2.0,0.005,210.0,10.0,11.0,16.0,0.3,0.01,0.2,1.0,1.0,0.0,0.0,0.03,6.1,0.02,0.01,0.1,0.08,0.0,18.0,4.0
15-001,15-001,1,57,"Aubergine, stuffed with lentils and vegetables",Recipe from dietary survey records. Whole dish consumed,DR,,As Vegetable Dishes Supplement 1992,,85.5,64.0,267.0,2.0,4.6,3.9,2.1,1.7,0.8,0.7,0.1,0.0,,1.9,,1.9,0.5,1.6,2.2,,0.0,79.0,0.1975,240.0,12.0,12.0,38.0,0.8,0.11,0.3,7.0,,0.0,0.0,1.21,,0.04,0.03,0.5,0.09,0.0,10.0,3.0
15-662,15-662,1,58,"Aubergine, stuffed with rice","Rice, tomato, onion and raisin stuffing. Recipe from review of recipe collection. Whole dish consumed",DR,15-385,Updated 2014,,77.3,86.0,364.0,1.9,2.1,15.9,9.8,6.0,3.0,2.7,0.2,0.0,0.0,2.1,,2.1,0.22,1.01,0.7,0.0,0.0,7.0,0.0175,280.0,21.0,15.0,33.0,0.58,0.06,0.3,3.0,1.0,0.0,0.0,0.5,,0.04,0.01,0.4,0.09,0.0,12.0,5.0
15-663,15-663,1,59,"Aubergine, stuffed with vegetables, cheese topping","Tomato, mushroom and onion stuffing. Recipe from review of recipe collection. Whole dish consumed",DR,15-386,Updated 2014,,75.3,119.0,496.0,5.0,9.7,3.6,0.2,3.2,1.5,1.4,0.3,0.0,,2.2,,2.2,3.48,3.9,1.61,0.21,13.9,109.0,0.2725,396.0,125.0,21.0,119.0,0.6,0.11,0.9,5.0,6.0,52.0,0.0,1.24,,0.07,0.12,0.9,0.13,0.3,34.0,7.0
14-039,14-039,1,60,"Avocado, Fuerte, flesh only",10 samples and literature,FA,,"LGC, Fruit and vegetables, 1989-1990",,73.1,189.0,780.0,2.1,19.3,1.9,0.0,0.5,0.3,0.1,0.1,0.0,,3.4,,3.4,3.5,12.9,1.8,,0.0,9.0,0.0225,430.0,11.0,25.0,43.0,0.4,0.35,0.6,0.0,2.0,0.0,0.0,3.2,,0.12,0.19,1.0,0.34,0.0,13.0,5.0
14-040,14-040,1,61,"Avocado, Fuerte, flesh only, weighed with skin and stone",Calculated from 14-039,FA,,"LGC, Fruit and vegetables, 1989-1990",,51.9,134.0,553.0,1.5,13.7,1.3,0.0,0.4,0.2,0.1,0.1,0.0,,2.4,,2.4,2.5,9.2,1.3,,0.0,6.0,0.015,310.0,8.0,18.0,31.0,0.3,0.25,0.4,0.0,1.0,0.0,0.0,2.27,,0.09,0.13,0.7,0.24,0.0,9.0,3.0
14-386,14-386,1,62,"Avocado, Hass, flesh only","11 samples, imported, Hass variety, ripe and ripen at home",FA,14-041 14-037,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,71.5,171.0,703.0,1.8,17.4,1.7999999999999998,0.0,0.4,0.2,0.2,0.0,0.0,0.0,3.4,3.1,3.1,4.15,9.98,2.3,0.0,0.0,7.0,0.0175,583.0,19.0,27.0,57.0,0.51,0.25,0.6,0.0,1.0,0.0,0.0,2.19,,0.09,0.09,2.1,0.3,0.0,31.0,1.0
14-387,14-387,1,63,"Avocado, Hass, flesh only, weighed with skin and stone",Calculated from 14-386,FA,14-042 14-038,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,49.3,118.0,486.0,1.3,12.0,1.3,0.0,0.3,0.1,0.1,0.0,0.0,0.0,2.3,2.1,2.1,2.86,6.89,1.59,0.0,0.0,5.0,0.0125,402.0,13.0,19.0,39.0,0.35,0.17,0.38,0.0,0.0,0.0,0.0,1.51,,0.06,0.06,1.45,0.21,0.0,21.6,0.8
16-001,16-001,1,64,"Ayr, raw",Literature sources. Imported frozen from Bangladesh,JA,,"Gopalan et al (1980) Nutritive value of Indian foods. National Insitute of Nutrition, Indian Council of Medical Research",,78.1,75.0,318.0,15.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,380.0,,180.0,0.7,0.06,,,,0.0,0.0,,,,,0.5,,,,0.0
14-043,14-043,1,65,"Babaco, flesh only",Literature sources,FA,,"Cashel et al (1989) Composition of foods, Australia, volume 1, and Wu Leung and Flores (1961) Food composition table for use in Latin America, Institute of Nutrition of Central America and Panama",,93.9,17.0,72.0,1.1,0.1,3.1,0.0,3.1,1.3,1.1,0.7,0.0,,,,,0.0,0.0,0.0,,0.0,2.0,0.005,140.0,11.0,6.0,14.0,0.4,,0.1,,,0.0,0.0,,,0.03,0.04,0.7,,0.0,,26.0
16-169,16-169,1,66,"Bacha, raw",Literature sources. Imported frozen from Bangladesh,JC,,"Gopalan et al (1980) Nutritive value of Indian foods. National Insitute of Nutrition, Indian Council of Medical Research",,68.8,123.0,515.0,18.1,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,520.0,,180.0,0.7,0.11,,,,,,,,,,0.6,,,,0.0
19-644,19-644,1,67,"Bacon loin steaks, lean, grilled","7 samples; smoked and unsmoked, loose and prepacked Danish bacon",MAA,19-019,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and industry data, 2014",,60.6,158.0,668.0,28.9,4.3,1.1,0.0,1.1,,,,0.0,0.0,0.0,,0.0,1.55,1.82,0.62,0.02,31.0,990.0,2.475,370.0,6.0,23.0,220.0,0.6,0.07,1.9,13.0,8.0,0.0,0.3,0.04,,1.19,0.13,7.8,0.58,1.0,3.0,0.0
19-645,19-645,1,68,"Bacon rashers, back, dry-cured, grilled","7 samples; smoked and unsmoked, loose and prepacked British and Irish bacon",MAA,19-006,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and industry data, 2014",,50.7,257.0,1071.0,28.4,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.7,2.1,0.0,57.0,1730.0,4.325,400.0,9.0,26.0,240.0,0.8,0.08,2.4,14.0,9.0,0.0,0.8,0.08,,1.09,0.19,8.5,0.56,1.0,3.0,0.0
19-498,19-498,1,69,"Bacon rashers, back, dry-fried","10 samples; smoked and unsmoked, loose and prepacked British, Danish and Dutch bacon",MAA,19-002,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and calculated from industry raw data, 2013",,49.7,295.0,1225.0,24.2,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,9.2,2.8,0.1,65.0,1410.0,3.525,360.0,6.0,21.0,180.0,0.6,0.06,1.9,18.0,7.0,0.0,0.6,0.07,,0.86,0.14,6.8,0.53,1.0,2.0,0.0
19-499,19-499,1,70,"Bacon rashers, back, fat trimmed, grilled","15 samples; smoked and unsmoked, loose and prepacked British, Danish and Dutch bacon, back fat removed",MAA,19-008,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and calculated from industry raw data, 2013",,56.2,214.0,892.0,25.7,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,5.2,1.6,0.1,44.0,1430.0,3.575,360.0,8.0,23.0,210.0,0.7,0.07,2.2,13.0,8.0,0.0,0.7,0.07,,0.98,0.17,7.7,0.5,1.0,3.0,0.0
19-646,19-646,1,71,"Bacon rashers, back, fat trimmed, raw","24 samples, back fat removed. MLC data and calculation from 19-499",MAA,19-007,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; industry data 2013; vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,69.5,136.0,568.0,18.8,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.8,0.9,0.0,31.0,1000.0,2.5,250.0,6.0,16.0,150.0,0.5,0.05,1.5,9.0,6.0,0.0,0.5,0.05,0.0,0.68,0.12,5.4,0.35,1.0,2.0,0.0
19-500,19-500,1,72,"Bacon rashers, back, grilled","15 samples; smoked and unsmoked, loose and prepacked British, Danish and Dutch bacon",MAA,19-003,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and calculated from industry raw data, 2013",,50.4,287.0,1194.0,23.2,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,9.0,2.8,0.01,75.0,1390.0,3.475,340.0,7.0,21.0,180.0,0.6,0.05,1.7,12.0,7.0,0.0,0.6,0.07,,1.16,0.15,7.2,0.52,1.0,5.0,0.0
19-501,19-501,1,73,"Bacon rashers, back, grilled crispy","10 samples; smoked and unsmoked, loose and prepacked British, Danish and Dutch bacon",MAA,19-004,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and calculated from industry raw data, 2013",,37.8,313.0,1308.0,36.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.9,2.4,0.1,68.0,2000.0,5.0,510.0,10.0,32.0,300.0,1.1,0.1,3.1,18.0,11.0,0.0,1.0,0.1,,1.38,0.24,10.8,0.71,1.0,4.0,0.0
19-502,19-502,1,74,"Bacon rashers, back, microwaved","15 samples; smoked and unsmoked, loose and prepacked British, Danish and Dutch bacon",MAA,19-005,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and calculated from industry raw data, 2013",,45.5,307.0,1274.0,24.2,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,9.8,3.0,0.1,84.0,1730.0,4.325,360.0,8.0,23.0,200.0,0.7,0.06,2.0,12.0,7.0,0.0,0.6,0.07,,1.1,0.16,7.9,0.55,1.0,2.0,0.0
19-497,19-497,1,75,"Bacon rashers, back, raw","10 samples; smoked and unsmoked, loose and prepacked British, Danish and Dutch bacon",MAA,19-001,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and industry data, 2013",,63.9,215.0,891.0,16.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,6.9,2.2,0.1,53.0,1140.0,2.85,300.0,5.0,17.0,150.0,0.4,0.06,1.2,8.0,5.0,0.0,0.3,0.02,,0.63,0.11,5.6,0.46,0.0,3.0,1.0
19-009,19-009,1,76,"Bacon rashers, back, reduced salt, grilled","6 samples; smoked and unsmoked, loose and prepacked British and Danish bacon",MAA,,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; Na reviewed 2014",,51.6,282.0,1172.0,24.1,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,8.7,2.7,0.1,74.0,1130.0,2.825,340.0,7.0,22.0,200.0,0.7,0.09,2.1,12.0,7.0,0.0,0.6,0.07,,0.92,0.16,7.2,0.47,1.0,2.0,0.0
19-659,19-659,1,77,"Bacon rashers, back, smoked, grilled",9 samples; loose and prepacked British and Danish bacon,MAA,19-010,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and industry data, 2014",,50.5,293.0,1216.0,23.4,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,9.3,2.9,0.1,80.0,1390.0,3.475,330.0,7.0,21.0,190.0,0.7,0.06,2.2,12.0,7.0,0.0,0.6,0.07,,0.9,0.16,7.0,0.46,1.0,2.0,0.0
19-647,19-647,1,78,"Bacon rashers, back, sweetcure, grilled","9 samples; smoked and unsmoked, loose and prepacked British and Danish bacon",MAA,19-011,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and industry data, 2014",,52.8,258.0,1074.0,23.8,17.4,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,7.3,2.2,0.1,63.0,1390.0,3.475,340.0,7.0,21.0,200.0,0.8,0.09,2.4,12.0,7.0,0.0,0.6,0.07,,0.91,0.16,7.1,0.47,1.0,3.0,0.0
19-660,19-660,1,79,"Bacon rashers, back, 'tendersweet', grilled","10 samples; smoked and unsmoked, loose and prepacked British bacon",MAA,19-012,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and industry data, 2014",,55.4,213.0,889.0,26.4,11.9,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,4.5,5.0,1.5,0.0,43.0,1390.0,3.475,370.0,8.0,24.0,220.0,0.8,0.09,2.4,12.0,7.0,0.0,0.6,0.08,,1.01,0.18,7.9,0.51,1.0,3.0,0.0
19-648,19-648,1,80,"Bacon rashers, middle, fried in corn oil","9 samples; smoked and unsmoked, loose and prepacked British and Danish bacon",MAA,19-014,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and industry data, 2014",,43.6,350.0,1452.0,23.4,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,11.9,4.8,0.13,84.0,1390.0,3.475,350.0,10.0,20.0,210.0,0.7,0.07,2.3,12.0,7.0,0.0,0.6,,,0.64,0.14,7.3,0.46,1.0,6.0,0.0
19-503,19-503,1,81,"Bacon rashers, middle, grilled","9 samples; smoked and unsmoked, loose and prepacked British and Danish bacon",MAA,19-015,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and calculated from industry raw data, 2013",,47.8,307.0,1276.0,24.8,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,10.0,3.0,0.14,83.0,1390.0,3.475,350.0,8.0,21.0,220.0,0.7,0.07,2.2,11.0,8.0,0.0,0.6,0.13,,0.77,0.17,7.5,0.42,1.0,3.0,0.0
19-649,19-649,1,82,"Bacon rashers, middle, raw","9 samples; smoked and unsmoked, loose and prepacked British and Danish bacon",MAA,19-013,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994; and calculated from industry raw data, 2013",,59.9,241.0,998.0,15.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,8.6,2.5,0.14,58.0,1050.0,2.625,260.0,6.0,16.0,160.0,0.4,0.08,1.5,7.0,6.0,0.0,0.5,0.07,,0.58,0.11,4.9,0.41,1.0,5.0,0.0
19-504,19-504,1,83,"Bacon rashers, streaky, fried in corn oil","10 samples; smoked and unsmoked, loose and prepacked British and Danish bacon",MAA,19-017,"LGC, Nutrient analysis of retail cuts of bacon, 1993-1994",,45.1,335.0,1389.0,23.8,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,11.1,4.5,0.1,78.0,1680.0,4.2,350.0,7.0,21.0,200.0,0.7,0.07,2.1,10.0,7.0,0.0,0.6,,,0.75,0.14,7.1,0.47,1.0,1.0,0.0
19-018,19-018,1,84,"Bacon rashers, streaky, grilled","10 samples; smoked and unsmoked, loose and prepacked British and Danish bacon",MAA,50-359,"Reviewed 2013. LGC, Nutrient analysis of retail cuts of bacon, 1993-1994",,44.0,337.0,1400.0,23.8,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,11.5,3.7,0.1,90.0,1680.0,4.2,330.0,9.0,20.0,180.0,0.8,0.15,2.5,11.0,6.0,0.0,0.7,0.07,,0.7,0.17,6.3,0.4,1.0,3.0,0.0
19-016,19-016,1,85,"Bacon rashers, streaky, raw","10 samples; smoked and unsmoked, loose and prepacked British and Danish bacon",MAA,50-351,"Reviewed 2013. LGC, Nutrient analysis of retail cuts of bacon, 1993-1994",,57.3,276.0,1142.0,15.8,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.2,10.2,3.5,0.1,65.0,1260.0,3.15,250.0,6.0,15.0,140.0,0.5,0.06,1.5,7.0,7.0,0.0,0.9,0.07,,0.45,0.14,4.7,0.3,1.0,3.0,0.0
19-537,19-537,1,86,"Bacon, fat only, average, cooked",Fat from five different cuts,MAA,50-339,"MW4, 1978; and industry data, 2013. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,13.8,692.0,2852.0,9.3,72.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,32.9,7.6,,270.0,740.0,1.85,130.0,7.0,10.0,90.0,0.8,0.09,0.8,2.0,11.0,0.0,,0.36,0.0,,,,,0.0,0.0,0.0
19-650,19-650,1,87,"Bacon, fat only, average, raw",Fat from five different cuts,MAA,50-338,"MW4, 1978; and industry data, 2013","Bacon may contain small amounts of vitamins. However, it is extremely difficult to obtain satisfactory analytical values for inclusion in the tables",12.8,747.0,3075.0,4.8,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,36.1,8.9,,198.0,420.0,1.05,75.0,3.0,4.0,38.0,0.7,0.06,0.6,1.0,11.0,0.0,0.0,0.11,,,,,,0.0,0.0,0.0
11-970,11-970,1,88,"Bagels, plain",2 brands,AP,11-534,"RHM, Nutrient content of selected foods, 1995; and industry data, 2013",,32.1,273.0,1161.0,10.0,1.8,57.8,51.3,4.8,0.8,1.0,0.0,0.0,0.0,2.4,3.0,3.0,,,,,0.0,400.0,1.0,,,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0
13-578,13-578,1,89,"Baked beans, canned in barbecue sauce","5 cans (Heinz), and manufacturer's data",DB,13-051,"Vegetables, Herbs and Spices Supplement, 1991; estimated from 13-532; and industry data, 2014",,71.8,77.0,329.0,5.3,0.4,14.0,9.2,4.8,0.9,1.1,2.8,0.0,0.0,3.8,4.9,4.9,,,,0.0,0.0,260.0,0.65,,,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0
13-532,13-532,1,90,"Baked beans, canned in tomato sauce","16 samples, 9 brands",DB,,"DH, Nutrient analysis of fruit and vegetables, 2013",,72.8,81.0,343.0,5.0,0.5,15.0,10.2,4.8,0.6,0.8,3.4,0.0,,3.8,4.9,4.9,0.09,0.06,0.27,0.0,0.0,261.0,0.6525,272.0,42.0,30.0,88.0,1.42,0.24,0.6,3.0,0.0,0.0,0.0,0.35,,0.21,0.03,0.7,0.13,0.0,29.0,0.0
13-535,13-535,1,91,"Baked beans, canned in tomato sauce, reduced sugar, reduced salt",Estimated from 13-532 and industry data,DB,,"DH, Nutrient analysis of fruit and vegetables, 2013; and industry data, 2013",,72.8,75.0,320.0,5.0,0.5,13.5,10.2,3.3,0.6,0.8,1.9,0.0,,3.8,4.9,4.9,0.09,0.06,0.27,0.0,0.0,190.0,0.475,272.0,42.0,30.0,88.0,1.42,0.24,0.6,3.0,0.0,0.0,0.0,0.35,,0.21,0.03,0.7,0.13,0.0,29.0,0.0
13-579,13-579,1,92,"Baked beans, canned in tomato sauce, with pork sausages","LGC; 10 cans, 3 brands",DB,13-048,"Vegetables, Herbs and Spices Supplement, 1991; and indsutry data, 2014",,72.5,98.0,411.0,6.0,4.5,11.0,7.0,4.0,0.5,0.7,2.8,0.0,0.0,2.8,3.3,3.3,,,,0.0,,260.0,0.65,250.0,39.0,27.0,93.0,1.5,0.02,0.6,,,0.0,0.0,,,0.08,0.07,0.1,0.12,,16.0,0.0
12-500,12-500,1,93,"Baking fat and margarine (75-90% fat), hard block","10 samples, 4 products, including Stork and own brands",BTM,17-539 17-018,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2011",,22.2,688.0,2827.0,0.0,76.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,26.41,34.0,12.21,0.07,15.0,600.0,1.5,0.0,1.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,796.0,8.8,12.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-355,17-355,1,94,Baking powder,6 samples of the same brand,WY,50-1174,"Reviewed 2013. MW4, 1978",,6.3,163.0,693.0,5.2,0.0,37.8,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11800.0,29.5,49.0,1130.0,9.0,8430.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-1029,11-1029,1,95,"Banana bread, homemade",Recipe,AN,11-573,Based on Mary Berry's complete cookbook. Recalculated 2014,,27.4,331.0,1396.0,4.4,12.4,53.9,17.4,36.3,7.6,6.4,19.9,0.0,,1.4,,1.4,3.27,4.42,3.85,0.02,30.8,171.0,0.4275,285.0,85.0,26.0,150.0,1.1,0.19,0.5,,,,,,,0.11,0.07,0.6,0.17,0.2,11.0,2.0
12-556,12-556,1,96,"Banana split, homemade",Recipe,BP,12-447,Updated 2014,,63.7,205.0,858.0,2.3,11.8,23.9,0.9,18.4,4.3,2.3,8.7,2.6,,0.5,0.6,0.6,6.91,3.32,0.71,0.27,24.4,38.0,0.095,224.0,48.0,21.0,56.0,0.36,0.06,0.3,1.0,16.0,106.0,0.0,0.83,,0.14,0.16,0.6,0.13,0.4,12.0,4.0
14-318,14-318,1,97,"Bananas, flesh only","11 samples, including Fairtrade and organic, pre-packed and loose",FA,14-045,"DH, Nutrient analysis of fruit and vegetables, 2013",,75.0,81.0,348.0,1.2,0.1,20.3,2.2,18.1,7.9,7.5,2.7,0.0,0.0,0.8,1.4,1.4,0.04,0.0,0.04,0.0,0.0,0.0,0.0,330.0,6.0,27.0,23.0,0.27,0.1,0.2,0.0,3.0,0.0,0.0,0.16,0.06,0.15,0.04,0.7,0.31,0.0,14.0,9.0
14-347,14-347,1,98,"Bananas, raw, flesh only, weighed with skin",Calculated from 14-318 using edible factor of 0.87,FA,14-318,"DH, Nutrient analysis of fruit and vegetables, 2013. Vitamin K1 calculated from Bolton-Smith et al, Br.J. Nutr 83, 2000.",,47.3,51.0,217.0,0.8,0.0,12.8,1.4,11.4,5.0,4.7,1.7,0.0,0.0,0.5,0.9,0.9,0.03,0.0,0.03,0.0,0.0,0.0,0.0,208.0,4.0,17.0,14.0,0.17,0.06,0.1,0.0,2.0,0.0,0.0,0.1,0.04,0.09,0.03,0.5,0.2,0.0,9.0,5.0
11-1030,11-1030,1,99,"Bannocks, made with beremeal, homemade",Recipe,AF,11-627,Updated 2014,,25.9,266.0,1131.0,9.3,1.7,56.8,53.7,3.1,0.1,0.1,0.7,2.0,,8.6,1.0,1.0,0.23,0.1,0.06,0.0,0.8,111.0,0.2775,474.0,107.0,59.0,327.0,3.65,0.2,2.1,2.0,,3.0,0.0,0.63,,0.19,0.12,3.0,0.27,0.0,17.0,0.0
11-951,11-951,1,100,"Bannocks, made with wheat flour, homemade",Recipe,AF,11-628,Updated 2014,,25.7,292.0,1246.0,8.5,1.3,65.5,63.1,2.4,0.0,0.0,0.4,2.0,,2.7,3.1,3.1,0.46,0.22,0.19,0.0,0.8,152.0,0.38,309.0,134.0,23.0,218.0,1.52,0.12,0.7,3.0,,3.0,0.0,0.46,,0.18,0.09,1.3,0.12,0.0,8.0,0.0
17-705,17-705,1,101,Barbecue sauce,Literature sources (1980),WCN,17-289,"Miscellaneous Foods Supplement, 1994; and industry data, 2013",,61.6,140.0,598.0,1.0,0.1,36.1,6.2,29.9,,,,0.0,0.0,0.5,1.2,1.2,0.0,0.0,0.1,,0.0,630.0,1.575,240.0,17.0,23.0,27.0,0.6,0.11,0.2,0.0,1.0,0.0,0.0,0.91,,0.03,0.02,0.4,0.04,0.0,5.0,3.0
17-769,17-769,1,102,"Barbecue sauce, homemade",Recipe,WC,17-609,Updated 2014,,48.3,300.0,1251.0,2.7,21.0,26.1,0.1,21.5,1.8,2.0,17.1,0.1,,1.1,1.7,1.7,12.45,5.91,0.98,0.68,50.7,392.0,0.98,277.0,74.0,32.0,39.0,2.28,0.1,0.5,0.0,,228.0,0.2,0.77,,0.1,0.17,0.6,0.12,0.1,5.0,2.0
14-804,14-804,1,103,"Barcelona nuts, Kernel only",Kernel only,GA,,"MW4, 1978. Values reviewed for Fruit and Nuts Supplement, 1992",,5.7,639.0,2637.0,10.9,64.0,5.2,1.8,3.4,0.0,0.0,3.4,0.0,,,,,,,,,0.0,3.0,0.0075,940.0,170.0,200.0,300.0,3.0,0.96,,,,0.0,0.0,,,0.11,,,,0.0,,0.0
14-805,14-805,1,104,"Barcelona nuts, kernel only, weighed with shells",Calculated from 14-804,GA,,"MW4, 1978. Values reviewed for Fruit and Nuts Supplement, 1992",,3.5,397.0,1636.0,6.8,39.7,3.2,1.1,2.1,0.0,0.0,2.1,0.0,,,,,,,,,0.0,2.0,0.005,580.0,110.0,120.0,190.0,1.9,0.59,,,,0.0,0.0,,,0.07,,,,0.0,,0.0
